kingdom	phylum	family	genus	specificepithet	country	stateprovince	county	present	query	response	first token top strings	first token top scores	question number
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	conchifolia	United States	Georgia	Rabun	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Cheilole'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	100
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	conchifolia	United States	Georgia	Rabun	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Cheilole'	['No', 'Yes', '', '', '']	['34.167', '32.292', '-inf', '-inf', '-inf']	101
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	conchifolia	United States	Georgia	Rabun	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, there is no'	['No', 'Yes', '', '', '']	['33.542', '31.667', '-inf', '-inf', '-inf']	102
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	conchifolia	United States	Georgia	Rabun	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No\n\nRab'	['No', 'Yes', '', '', '']	['31.875', '30.417', '-inf', '-inf', '-inf']	103
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	conchifolia	United States	Georgia	Rabun	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Cheilole'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	104
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	conchifolia	United States	Georgia	Rabun	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['33.542', '33.333', '-inf', '-inf', '-inf']	105
fungi	zygomycota	mucoraceae	Mucor	hiemalis	United States	North Carolina	Durham Co.	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	106
fungi	zygomycota	mucoraceae	Mucor	hiemalis	United States	North Carolina	Durham Co.	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	107
fungi	zygomycota	mucoraceae	Mucor	hiemalis	United States	North Carolina	Durham Co.	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No. Mucor'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	108
fungi	zygomycota	mucoraceae	Mucor	hiemalis	United States	North Carolina	Durham Co.	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	109
fungi	zygomycota	mucoraceae	Mucor	hiemalis	United States	North Carolina	Durham Co.	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nM'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	110
fungi	zygomycota	mucoraceae	Mucor	hiemalis	United States	North Carolina	Durham Co.	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Mucor'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	111
fungi	zygomycota	mucoraceae	Mucor	hiemalis	United States	North Carolina	Durham Co.	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nM'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	112
fungi	ascomycota	parmeliaceae	Rimelia	reticulata	Mariana Islands	Guam	Guam Island	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nR'	['No', 'Yes', '', '', '']	['32.708', '30.625', '-inf', '-inf', '-inf']	113
fungi	ascomycota	parmeliaceae	Rimelia	reticulata	Mariana Islands	Guam	Guam Island	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nR'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	114
fungi	ascomycota	parmeliaceae	Rimelia	reticulata	Mariana Islands	Guam	Guam Island	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nR'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	115
fungi	ascomycota	parmeliaceae	Rimelia	reticulata	Mariana Islands	Guam	Guam Island	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nR'	['No', '', '', '\x00', '']	['32.917', '-inf', '-inf', '-inf', '-inf']	116
fungi	ascomycota	parmeliaceae	Rimelia	reticulata	Mariana Islands	Guam	Guam Island	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nR'	['No', '', '', '\x00', '']	['32.917', '-inf', '-inf', '-inf', '-inf']	117
fungi	ascomycota	parmeliaceae	Rimelia	reticulata	Mariana Islands	Guam	Guam Island	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nR'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	118
fungi	ascomycota	parmeliaceae	Rimelia	reticulata	Mariana Islands	Guam	Guam Island	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	119
animalia	bryozoa	rhabdomesidae	Orthopora	tomensis	United States	Ohio	Erie	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nOr'	['No', '', '', '\x00', '']	['37.5', '-inf', '-inf', '-inf', '-inf']	120
animalia	bryozoa	rhabdomesidae	Orthopora	tomensis	United States	Ohio	Erie	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.708', '-inf', '-inf', '-inf', '-inf']	121
animalia	bryozoa	rhabdomesidae	Orthopora	tomensis	United States	Ohio	Erie	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Orthopora'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	122
animalia	bryozoa	rhabdomesidae	Orthopora	tomensis	United States	Ohio	Erie	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	123
animalia	bryozoa	rhabdomesidae	Orthopora	tomensis	United States	Ohio	Erie	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Erie,'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	124
animalia	bryozoa	rhabdomesidae	Orthopora	tomensis	United States	Ohio	Erie	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nOr'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	125
animalia	bryozoa	rhabdomesidae	Orthopora	tomensis	United States	Ohio	Erie	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nOr'	['No', '', '', '\x00', '']	['37.292', '-inf', '-inf', '-inf', '-inf']	126
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Dickinson County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	127
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Dickinson County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	128
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Dickinson County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Scyton'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	129
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Dickinson County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	130
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Dickinson County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No\n\nScy'	['No', 'Yes', '', '', '']	['32.292', '30.208', '-inf', '-inf', '-inf']	131
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Dickinson County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	132
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Dickinson County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Scyton'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	133
fungi	fungi	family unknown	Sterile	sorediate crust	United States	New Jersey	Ocean Co.	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No. Sterile s'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	134
fungi	fungi	family unknown	Sterile	sorediate crust	United States	New Jersey	Ocean Co.	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No\n\nSpecies'	['No', 'Yes', '', '', '']	['35.208', '33.958', '-inf', '-inf', '-inf']	135
fungi	fungi	family unknown	Sterile	sorediate crust	United States	New Jersey	Ocean Co.	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nS'	['No', 'Yes', '', '', '']	['34.167', '33.542', '-inf', '-inf', '-inf']	136
fungi	fungi	family unknown	Sterile	sorediate crust	United States	New Jersey	Ocean Co.	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes, there is a'	['Yes', 'No', '', '', '']	['33.542', '31.458', '-inf', '-inf', '-inf']	137
fungi	fungi	family unknown	Sterile	sorediate crust	United States	New Jersey	Ocean Co.	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Ocean County,'	['No', '', '', '\x00', '']	['31.25', '-inf', '-inf', '-inf', '-inf']	138
fungi	fungi	family unknown	Sterile	sorediate crust	United States	New Jersey	Ocean Co.	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, species Sterile'	['No', 'Yes', '', '', '']	['34.375', '32.917', '-inf', '-inf', '-inf']	139
fungi	fungi	family unknown	Sterile	sorediate crust	United States	New Jersey	Ocean Co.	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['33.958', '32.292', '-inf', '-inf', '-inf']	140
plantae	spermatophyta	orchidaceae	Liparis	liliifolia	United States	Kentucky	Hickman County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	141
plantae	spermatophyta	orchidaceae	Liparis	liliifolia	United States	Kentucky	Hickman County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Liparis l'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	142
plantae	spermatophyta	orchidaceae	Liparis	liliifolia	United States	Kentucky	Hickman County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Liparis l'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	143
plantae	spermatophyta	orchidaceae	Liparis	liliifolia	United States	Kentucky	Hickman County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	144
plantae	spermatophyta	orchidaceae	Liparis	liliifolia	United States	Kentucky	Hickman County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Hickman'	['No', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	145
plantae	spermatophyta	orchidaceae	Liparis	liliifolia	United States	Kentucky	Hickman County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Liparis l'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	146
plantae	spermatophyta	orchidaceae	Liparis	liliifolia	United States	Kentucky	Hickman County	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Liparis l'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	147
animalia	chordata	cyprinidae	Notropis	longirostris	United States	Louisiana	Tangipahoa	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['37.708', '-inf', '-inf', '-inf', '-inf']	148
animalia	chordata	cyprinidae	Notropis	longirostris	United States	Louisiana	Tangipahoa	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No. Species Notrop'	['No', '', '', '\x00', '']	['37.5', '-inf', '-inf', '-inf', '-inf']	149
animalia	chordata	cyprinidae	Notropis	longirostris	United States	Louisiana	Tangipahoa	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Notropis'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	150
animalia	chordata	cyprinidae	Notropis	longirostris	United States	Louisiana	Tangipahoa	Yes	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	151
